taxon_oid,Domain,Sequencing Status,Study Name,Genome Name / Sample Name,Sequencing Center,IMG Genome ID,Phylum,Class,Order,Family,Genus,Species,High Quality,Is Public,Ecosystem,Ecosystem Category,Ecosystem Subtype,Ecosystem Type,Specific Ecosystem,Geographic Location,Habitat,Isolation Country,Genome Size  * assembled,Gene Count  * assembled,Genome,...27,Name,Name2,Genome_name,GH_total_abundance,ABC_total_abundance,ABC_GH_ratio
8086783742,Bacteria,Permanent Draft,Slow-Growing Bacteria in Tropical Savanna Soil,Nocardioides sp. CER19,Federal University of Vicosa,8086783742,p__Actinomycetota,c__Actinomycetes,o__Propionibacteriales,Nocardioidaceae,g__Nocardioides,s__Nocardioides sp029846275,Yes,Yes,Environmental,Terrestrial,Agricultural land,Soil,Bulk soil,Brazil: Rio Verde,NA,Brazil,4687580,4567,Nocardioides,NA,sp.,NA,Nocardioides sp.,13,31,2.3846153846153846
642791616,Bacteria,Permanent Draft,Bacillus pumilus ATCC 7061,Bacillus pumilus ATCC 7061,J. Craig Venter Institute,642791616,p__Bacillota,c__Bacilli,o__Bacillales,Bacillaceae,g__Bacillus,s__Bacillus pumilus,Yes,Yes,Environmental,Terrestrial,Unclassified,Soil,Unclassified,NA,Soil,NA,3833998,3972,Bacillus,NA,pumilus,NA,Bacillus pumilus,16,52,3.25
2687453251,Bacteria,Finished,Flavobacterium psychrophilum strain:Z2 Genome sequencing and assembly,Flavobacterium psychrophilum Z2,BioInformatics Center,2687453251,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,Flavobacteriaceae,g__Flavobacterium,s__Flavobacterium psychrophilum_A,Yes,Yes,Environmental,Terrestrial,Unclassified,Soil,Unclassified,China:Nanjing,NA,NA,4142224,3690,Flavobacterium,NA,psychrophilum,NA,Flavobacterium psychrophilum,15,5,0.3333333333333333
2588253743,Bacteria,Finished,Bacillus anthracis HYU01,Bacillus anthracis HYU01,Hanyang University,2588253743,p__Bacillota,c__Bacilli,o__Bacillales,Bacillaceae_G,g__Bacillus_A,s__Bacillus_A anthracis,Yes,Yes,Environmental,Terrestrial,Unclassified,Soil,Unclassified,South Korea: Changnyeong,"Host, Soil",South Korea,5490124,5444,Bacillus,NA,anthracis,NA,Bacillus anthracis,7,34,4.857142857142857
2734482389,Bacteria,Permanent Draft,Trichococcus spp genomes from Zoige wetland,Trichococcus sp. B5,"Chengdu Institute of Biology, Chinese Academy of Sciences",2734482389,p__Bacillota,c__Bacilli,o__Lactobacillales,Aerococcaceae,g__Trichococcus,s__Trichococcus alkaliphilus,Yes,Yes,Environmental,Terrestrial,Wetlands,Soil,Permafrost,"Zoige wetland, Sichuan, China",NA,NA,3095373,2842,Trichococcus,NA,sp.,NA,Trichococcus sp.,12,49,4.083333333333333
2900190238,Bacteria,Permanent Draft,Novosphingobium olei TW-4 genome sequencing,Novosphingobium olei TW-4,Kyonggi University,2900190238,p__Pseudomonadota,c__Alphaproteobacteria,o__Sphingomonadales,Sphingomonadaceae,g__Novosphingobium,s__Novosphingobium olei,Yes,Yes,Environmental,Terrestrial,Unclassified,Soil,Unclassified,South Korea: Suwon,NA,South Korea,4683467,4537,Novosphingobium,NA,olei,NA,Novosphingobium olei,13,5,0.38461538461538464
8003164255,Bacteria,Permanent Draft,Chitinophaga pinensis YS-16 genome sequencing,Chitinophaga pinensis YS-16,Uttaranchal University,8003164255,p__Bacteroidota,c__Bacteroidia,o__Chitinophagales,Chitinophagaceae,g__Chitinophaga,s__Chitinophaga pinensis_C,Yes,Yes,Environmental,Terrestrial,Unclassified,Soil,Unclassified,India: Kushmaur,NA,India,7098899,6845,Chitinophaga,NA,pinensis,NA,Chitinophaga pinensis,22,7,0.3181818181818182
2588253842,Bacteria,Permanent Draft,Intrasporangium chromatireducens Q5-1,Intrasporangium chromatireducens Q5-1,Huazhong Agricultural University,2588253842,p__Actinomycetota,c__Actinomycetes,o__Actinomycetales,Dermatophilaceae,g__Intrasporangium_A,s__Intrasporangium_A chromatireducens,Yes,Yes,Environmental,Terrestrial,Garden,Soil,Unclassified,"Hunan Province, China",Soil,China,4804251,4417,Intrasporangium,NA,chromatireducens,NA,Intrasporangium chromatireducens,6,26,4.333333333333333
8038790757,Bacteria,Permanent Draft,Burkholderia Genome sequencing - Northern Arizona University,Burkholderia cepacia MSMB724WGS,Northern Arizona University,8038790757,p__Pseudomonadota,c__Gammaproteobacteria,o__Burkholderiales,Burkholderiaceae,g__Burkholderia,s__Burkholderia cepacia,Yes,Yes,Environmental,Terrestrial,Unclassified,Soil,Unclassified,"Australia: Tanami East, Northern Territory",NA,Australia,8336175,7821,Burkholderia,NA,cepacia,NA,Burkholderia cepacia,12,35,2.9166666666666665
3007528711,Bacteria,Finished,Pseudomonas fluorescens G7 genome sequencing,Pseudomonas fluorescens G7,Huazhong Agricultural University,3007528711,p__Pseudomonadota,c__Gammaproteobacteria,o__Pseudomonadales,Pseudomonadaceae,g__Pseudomonas_E,s__Pseudomonas_E fluorescens_BT,Yes,Yes,Environmental,Terrestrial,Unclassified,Soil,Unclassified,"China: Dajin, Hubei",NA,China,6336169,5912,Pseudomonas,NA,fluorescens,NA,Pseudomonas fluorescens,9,32,3.5555555555555554
8072439340,Bacteria,Finished,Rossellomorea marisflavi 151-25 genome sequencing,Rossellomorea marisflavi 151-25,Chinese Academy of Agricultural Sciences,8072439340,p__Bacillota,c__Bacilli,o__Bacillales_B,Bacillaceae_B,g__Rossellomorea,s__Rossellomorea marisflavi_A,Yes,Yes,Environmental,Terrestrial,Unclassified,Soil,Unclassified,China: Hunan,NA,China,4549254,5001,Rossellomorea,NA,marisflavi,NA,Rossellomorea marisflavi,10,56,5.6
645058856,Bacteria,Permanent Draft,Streptomyces lividans TK24,Streptomyces lividans TK24,Broad Institute,645058856,p__Actinomycetota,c__Actinomycetes,o__Streptomycetales,Streptomycetaceae,g__Streptomyces,s__Streptomyces violaceoruber,Yes,Yes,Environmental,Terrestrial,Unclassified,Soil,Unclassified,NA,Soil,NA,8190887,7636,Streptomyces,NA,lividans,NA,Streptomyces lividans,26,54,2.076923076923077
2848467794,Bacteria,Finished,Chromobacterium vaccinii XC0014 genome sequencing,Chromobacterium vaccinii XC0014,Zhejiang University,2848467794,p__Pseudomonadota,c__Gammaproteobacteria,o__Burkholderiales,Chromobacteriaceae,g__Chromobacterium,s__Chromobacterium piscinae,Yes,Yes,Environmental,Terrestrial,Unclassified,Soil,Unclassified,China: Zhejiang Province,NA,China,4939655,4745,Chromobacterium,NA,vaccinii,NA,Chromobacterium vaccinii,8,32,4
3006454522,Bacteria,Permanent Draft,Streptomyces sp. TRM49041 genome sequencing,Streptomyces sp. TRM49041,College of Life Science,3006454522,p__Actinomycetota,c__Actinomycetes,o__Streptomycetales,Streptomycetaceae,g__Streptomyces,s__Streptomyces sp008271805,Yes,Yes,Environmental,Terrestrial,Unclassified,Soil,Unclassified,China: Xinjiang province,NA,China,7492674,7063,Streptomyces,NA,sp.,NA,Streptomyces sp.,12,42,3.5
2896392326,Bacteria,Permanent Draft,Genome sequencing of Ensifer adhaerens M78,Ensifer adhaerens M78,Nanjing Agricultural University,2896392326,p__Pseudomonadota,c__Alphaproteobacteria,o__Rhizobiales,Rhizobiaceae,g__Ensifer,s__Ensifer adhaerens_H,Yes,Yes,Environmental,Terrestrial,Unclassified,Soil,Unclassified,"China: Yanting, Mianyang, Sichuan",NA,China,6937494,6645,Ensifer,NA,adhaerens,NA,Ensifer adhaerens,13,58,4.461538461538462
2837156709,Bacteria,Permanent Draft,Salinivibrio sp. YCSC6 genome sequencing,Salinivibrio sp. YCSC6,"First Institute of Oceanography, State Oceanic Administration of China",2837156709,p__Pseudomonadota,c__Gammaproteobacteria,o__Enterobacterales,Vibrionaceae,g__Salinivibrio,s__Salinivibrio proteolyticus,Yes,Yes,Environmental,Terrestrial,Unclassified,Soil,Unclassified,China: Yellow Sea,NA,China,3706502,3536,Salinivibrio,NA,sp.,NA,Salinivibrio sp.,7,38,5.428571428571429
2808606874,Bacteria,Finished,Burkholderia Genome sequencing - Northern Arizona University,Burkholderia ubonensis MSMB2035,Northern Arizona University,2808606874,p__Pseudomonadota,c__Gammaproteobacteria,o__Burkholderiales,Burkholderiaceae,g__Burkholderia,s__Burkholderia ubonensis,Yes,Yes,Environmental,Terrestrial,Unclassified,Soil,Unclassified,"Australia: Tanami East, Northern Territory",NA,Australia,7235060,6793,Burkholderia,NA,ubonensis,NA,Burkholderia ubonensis,9,32,3.5555555555555554
3001216053,Bacteria,Permanent Draft,Echinicola arenosa CAU 1574,Echinicola arenosa CAU 1574,Chung-Ang University,3001216053,p__Bacteroidota,c__Bacteroidia,o__Cytophagales,Cyclobacteriaceae,g__Echinicola,s__Echinicola arenosa,Yes,Yes,Environmental,Terrestrial,Sand,Soil,Unclassified,South Korea,NA,South Korea,5390144,4522,Echinicola,NA,arenosa,NA,Echinicola arenosa,17,6,0.35294117647058826
8010874315,Bacteria,Permanent Draft,Pseudomonas sp. MC042 genome sequencing,Pseudomonas piscis MC042,Fujian Academy of Agricultural Sciences,8010874315,p__Pseudomonadota,c__Gammaproteobacteria,o__Pseudomonadales,Pseudomonadaceae,g__Pseudomonas_E,s__Pseudomonas_E piscis,Yes,Yes,Environmental,Terrestrial,Unclassified,Soil,Farm,China,NA,China,6927622,6524,Pseudomonas,NA,piscis,NA,Pseudomonas piscis,9,25,2.7777777777777777
2788500614,Bacteria,Permanent Draft,Micromonospora wenchangensis CCTCC AA 2012002 genome sequencing,Micromonospora wenchangensis CCTCC AA 2012002,Jiangxi Normal University,2788500614,p__Actinomycetota,c__Actinomycetes,o__Mycobacteriales,Micromonosporaceae,g__Micromonospora,s__Micromonospora wenchangensis,Yes,Yes,Environmental,Terrestrial,Unclassified,Soil,Unclassified,China: Hainan province,NA,China,7513761,6619,Micromonospora,NA,wenchangensis,2012002,Micromonospora wenchangensis,26,34,1.3076923076923077
2867446761,Bacteria,Permanent Draft,Micrococcaceae bacterium C1-50 Genome sequencing,Specibacter cremeus C1-50,Jeju National University,2867446761,p__Actinomycetota,c__Actinomycetes,o__Actinomycetales,Micrococcaceae,g__Specibacter,s__Specibacter cremeus,Yes,Yes,Environmental,Terrestrial,Unclassified,Soil,Unclassified,South Korea: Jeju,NA,NA,4313802,4161,Specibacter,NA,cremeus,NA,Specibacter cremeus,10,22,2.2
8057522017,Bacteria,Finished,Pseudomonas quebecensis S1Bt42 genome sequencing,Pseudomonas quebecensis S1Bt42,Ottawa Research and Development Center,8057522017,p__Pseudomonadota,c__Gammaproteobacteria,o__Pseudomonadales,Pseudomonadaceae,g__Pseudomonas_E,s__Pseudomonas_E quebecensis,Yes,Yes,Environmental,Terrestrial,Unclassified,Soil,Unclassified,"Canada: Aylmer, Quebec",NA,Canada,5625455,5294,Pseudomonas,NA,quebecensis,NA,Pseudomonas quebecensis,7,37,5.285714285714286
2995427879,Bacteria,Permanent Draft,Ramlibacter alkalitolerans KACC 19305 genome sequencing,Ramlibacter alkalitolerans KACC 19305,Dongguk University,2995427879,p__Pseudomonadota,c__Gammaproteobacteria,o__Burkholderiales,Burkholderiaceae,g__Ramlibacter,s__Ramlibacter alkalitolerans,Yes,Yes,Environmental,Terrestrial,Unclassified,Soil,Unclassified,South Korea: Anseong,NA,South Korea,5712197,5585,Ramlibacter,NA,alkalitolerans,NA,Ramlibacter alkalitolerans,10,9,0.9
2922444769,Bacteria,Permanent Draft,Genome Sequencing of Sphingomonas sp. JC676,Sphingomonas sp. JC676,Jawaharlal Nehru Technological University Hyderabad (JNTUH),2922444769,p__Pseudomonadota,c__Alphaproteobacteria,o__Sphingomonadales,Sphingomonadaceae,g__Sphingomonas,s__Sphingomonas sp014489075,Yes,Yes,Environmental,Terrestrial,Unclassified,Soil,Unclassified,"India: Gangotri, Uttarakhand",NA,India,4870779,4681,Sphingomonas,NA,sp.,NA,Sphingomonas sp.,20,16,0.8
8070164041,Bacteria,Permanent Draft,Whole-genome sequences of Actinomycetes in Thailand,Micromonospora sp. PLK6-60,King Mongkuts University of Technology Thonburi,8070164041,p__Actinomycetota,c__Actinomycetes,o__Mycobacteriales,Micromonosporaceae,g__Micromonospora,s__Micromonospora sp019890675,Yes,Yes,Environmental,Terrestrial,Peat,Soil,Unclassified,Thailand: Yala,NA,Thailand,6461596,6030,Micromonospora,NA,sp.,NA,Micromonospora sp.,22,39,1.7727272727272727
2889606800,Bacteria,Permanent Draft,Miniimonas arenae KCTC 19750 genome sequencing,Miniimonas arenae KCTC 19750,Jeju National University,2889606800,p__Actinomycetota,c__Actinomycetes,o__Actinomycetales,Beutenbergiaceae,g__Miniimonas,s__Miniimonas arenae,Yes,Yes,Environmental,Terrestrial,Sand,Soil,Unclassified,Japan: Nagasaki prefecture,NA,Japan,3402690,3100,Miniimonas,NA,arenae,NA,Miniimonas arenae,15,26,1.7333333333333334
2995314968,Bacteria,Permanent Draft,Paraliobacillus zengyii X-1125 genome sequencing,Georgenia thermotolerans NBRC 104148,Chinese Center for Disease Control and Prevention,2995314968,p__Actinomycetota,c__Actinomycetes,o__Actinomycetales,Actinomycetaceae,g__Georgenia,s__Georgenia thermotolerans,Yes,Yes,Environmental,Terrestrial,Unclassified,Soil,Unclassified,Japan: Iriomote Island,NA,Japan,4638305,4413,Georgenia,NA,thermotolerans,NA,Georgenia thermotolerans,8,39,4.875
2899066902,Bacteria,Permanent Draft,Gordonia mangrovi HNM0687 genome sequencing,Gordonia mangrovi HNM0687,Hainan University,2899066902,p__Actinomycetota,c__Actinomycetes,o__Mycobacteriales,Mycobacteriaceae,g__Gordonia,s__Gordonia mangrovi,Yes,Yes,Environmental,Terrestrial,Unclassified,Soil,Unclassified,China: Hainan,NA,China,5365300,4959,Gordonia,NA,mangrovi,NA,Gordonia mangrovi,7,16,2.2857142857142856
2899946620,Bacteria,Permanent Draft,Sinorhizobium sp. M4_45 genome sequencing,Sinorhizobium sp. M4_45,CBGP,2899946620,p__Pseudomonadota,c__Alphaproteobacteria,o__Rhizobiales,Rhizobiaceae,g__Sinorhizobium,s__Sinorhizobium meliloti_A,Yes,Yes,Environmental,Terrestrial,Unclassified,Soil,Unclassified,Spain,NA,Spain,6334269,6199,Sinorhizobium,NA,sp.,NA,Sinorhizobium sp.,14,53,3.7857142857142856
2773857850,Bacteria,Permanent Draft,Sphaerimonospora mesophila NBRC 14179,Sphaerimonospora mesophila NBRC 14179,National Institute of Technology and Evaluation,2773857850,p__Actinomycetota,c__Actinomycetes,o__Streptosporangiales,Streptosporangiaceae,g__Sphaerimonospora,s__Sphaerimonospora mesophila,Yes,Yes,Environmental,Terrestrial,Unclassified,Soil,Unclassified,Yamanashi,Soil,Japan,7312546,6747,Sphaerimonospora,NA,mesophila,NA,Sphaerimonospora mesophila,28,37,1.3214285714285714
2775507004,Bacteria,Permanent Draft,Citrobacter sp. L55 Genome sequencing,Citrobacter sp. L55,"China University of Geosciences, Beijing",2775507004,p__Pseudomonadota,c__Gammaproteobacteria,o__Enterobacterales,Enterobacteriaceae,g__Citrobacter,s__Citrobacter braakii,Yes,Yes,Environmental,Terrestrial,Unclassified,Soil,Contaminated,"Jianghan plain, Hubei province, China",Sediment,China,5466519,5550,Citrobacter,NA,sp.,NA,Citrobacter sp.,11,87,7.909090909090909
2775507183,Bacteria,Permanent Draft,Large-scale bioinformatics analysis of Bacillus genomes,Bacillus sp. AFS096315,"University of North Carolina, Chapel Hill",2775507183,p__Bacillota,c__Bacilli,o__Bacillales,Bacillaceae_G,g__Gottfriedia,s__Gottfriedia sp002559405,Yes,Yes,Environmental,Terrestrial,Unclassified,Soil,Unclassified,USA: Iowa,NA,USA,5054879,4903,Bacillus,NA,sp.,NA,Bacillus sp.,13,39,3
2920542158,Bacteria,Permanent Draft,Genome Sequencing of Nonomuraea montanisoli SMC257,Nonomuraea montanisoli SMC257,Mahidol University,2920542158,p__Actinomycetota,c__Actinomycetes,o__Streptosporangiales,Streptosporangiaceae,g__Nonomuraea,s__Nonomuraea montanisoli,Yes,Yes,Environmental,Terrestrial,Unclassified,Soil,Unclassified,Thailand: Nan,NA,Thailand,9762852,9174,Nonomuraea,NA,montanisoli,NA,Nonomuraea montanisoli,25,51,2.04
3006656665,Bacteria,Permanent Draft,CETR Genomes for Streptomyces spp,Streptomyces sp. SID13726,"University of Wisconsin, Madison",3006656665,p__Actinomycetota,c__Actinomycetes,o__Streptomycetales,Streptomycetaceae,g__Streptomyces,s__Streptomyces sp010548375,Yes,Yes,Environmental,Terrestrial,Unclassified,Soil,Unclassified,Antarctica,NA,Antarctica,10943995,10485,Streptomyces,NA,sp.,NA,Streptomyces sp.,27,53,1.962962962962963
8048423460,Bacteria,Finished,Baekduia alba 0141_2 genome sequencing,Baekduia alba 0141_2,Leibniz Institute DSMZ - German Collection of Microorganisms and Cell Cultures,8048423460,p__Actinomycetota,c__Thermoleophilia,o__Solirubrobacterales,Solirubrobacteraceae,g__Baekduia,s__Baekduia alba,Yes,Yes,Environmental,Terrestrial,Unclassified,Soil,Unclassified,Germany: Muelhausan,Soil,Germany,5863246,5952,Baekduia,NA,alba,NA,Baekduia alba,11,15,1.3636363636363635
3006841592,Bacteria,Permanent Draft,Genome Sequencing of Bacillus sp. Xin1,Bacillus sp. Xin1,Huaibei Normal University,3006841592,p__Bacillota,c__Bacilli,o__Bacillales,Bacillaceae_G,g__Bacillus_A,s__Bacillus_A sp013314535,Yes,Yes,Environmental,Terrestrial,Unclassified,Soil,Unclassified,China,NA,China,5537824,6024,Bacillus,NA,sp.,NA,Bacillus sp.,6,35,5.833333333333333
2823489066,Bacteria,Finished,Pseudomonas frederiksbergensis KNU-15 genome sequencing,Pseudomonas frederiksbergensis KNU-15,"Shins Lab., Kyungpook National University",2823489066,p__Pseudomonadota,c__Gammaproteobacteria,o__Pseudomonadales,Pseudomonadaceae,g__Pseudomonas_E,s__Pseudomonas_E sp001655615,Yes,Yes,Environmental,Terrestrial,Unclassified,Soil,Unclassified,South Korea,NA,South Korea,6595804,6161,Pseudomonas,NA,frederiksbergensis,NA,Pseudomonas frederiksbergensis,8,43,5.375
2663763202,Bacteria,Permanent Draft,Genome sequencing of a diverse group of Burkholderia pseudomallei strains,Burkholderia pseudomallei Soil,Wellcome Trust Sanger Institute,2663763202,p__Pseudomonadota,c__Gammaproteobacteria,o__Burkholderiales,Burkholderiaceae,g__Burkholderia,s__Burkholderia mallei,Yes,Yes,Environmental,Terrestrial,Unclassified,Soil,Unclassified,NA,NA,NA,7083307,5921,Burkholderia,NA,pseudomallei,NA,Burkholderia pseudomallei,13,33,2.5384615384615383
8040117859,Bacteria,Permanent Draft,Burkholderia Genome sequencing - Northern Arizona University,Burkholderia stagnalis MSMB1545WGS,Northern Arizona University,8040117859,p__Pseudomonadota,c__Gammaproteobacteria,o__Burkholderiales,Burkholderiaceae,g__Burkholderia,s__Burkholderia stagnalis,Yes,Yes,Environmental,Terrestrial,Unclassified,Soil,Unclassified,"Australia: Tanami East, Northern Territory",NA,Australia,7539125,7017,Burkholderia,NA,stagnalis,NA,Burkholderia stagnalis,8,36,4.5
2507262019,Bacteria,Permanent Draft,Antibiotic resistance in Pseudomonas aeruginosa,"Pseudomonas aeruginosa 1-7-2A, ATCC 21472",University of Toronto,2507262019,p__Pseudomonadota,c__Gammaproteobacteria,o__Pseudomonadales,Pseudomonadaceae,g__Pseudomonas,s__Pseudomonas aeruginosa,Yes,Yes,Environmental,Terrestrial,Unclassified,Soil,Contaminated,NA,"Oil fields, Soil",NA,6807863,6693,Pseudomonas,NA,aeruginosa,21472,Pseudomonas aeruginosa,7,27,3.857142857142857
8038689750,Bacteria,Permanent Draft,Burkholderia Genome sequencing - Northern Arizona University,Burkholderia cepacia MSMB1332WGS,Northern Arizona University,8038689750,p__Pseudomonadota,c__Gammaproteobacteria,o__Burkholderiales,Burkholderiaceae,g__Burkholderia,s__Burkholderia cepacia,Yes,Yes,Environmental,Terrestrial,Unclassified,Soil,Unclassified,"Australia: Tanami East, Northern Territory",NA,Australia,8379989,7821,Burkholderia,NA,cepacia,NA,Burkholderia cepacia,13,35,2.6923076923076925
2936550495,Bacteria,Permanent Draft,Large-scale bioinformatics analysis of Bacillus genomes,Priestia megaterium AFS008968,"University of North Carolina, Chapel Hill",2936550495,p__Bacillota,c__Bacilli,o__Bacillales,Bacillaceae_H,g__Priestia,s__Priestia megaterium,Yes,Yes,Environmental,Terrestrial,Unclassified,Soil,Unclassified,USA: Iowa,NA,USA,5757646,6214,Priestia,NA,megaterium,NA,Priestia megaterium,11,56,5.090909090909091
2873094654,Bacteria,Finished,Streptomyces hygroscopicus limoneus KCTC 1717 genome sequencing,Streptomyces hygroscopicus limoneus KCTC 1717,"KCTC (Korean Collection for Type Cultures), Korea Research Institute of Bioscience and Biotechnology",2873094654,p__Actinomycetota,c__Actinomycetes,o__Streptomycetales,Streptomycetaceae,g__Streptomyces,s__Streptomyces olivaceoviridis,Yes,Yes,Environmental,Terrestrial,Unclassified,Soil,Unclassified,NA,NA,Japan,10537932,9585,Streptomyces,NA,hygroscopicus,1717,Streptomyces hygroscopicus,24,51,2.125
8038673412,Bacteria,Permanent Draft,Burkholderia cepacia Y14-15 genome sequencing,Burkholderia cepacia Y14-15,Chinese Academy of Sciences,8038673412,p__Pseudomonadota,c__Gammaproteobacteria,o__Burkholderiales,Burkholderiaceae,g__Burkholderia,s__Burkholderia pyrrocinia_C,Yes,Yes,Environmental,Terrestrial,Unclassified,Soil,Unclassified,China,NA,China,8232987,7903,Burkholderia,NA,cepacia,NA,Burkholderia cepacia,11,37,3.3636363636363638
8050751804,Bacteria,Permanent Draft,Burkholderia Genome sequencing - Northern Arizona University,Burkholderia ubonensis MSMB1225WGS,Northern Arizona University,8050751804,p__Pseudomonadota,c__Gammaproteobacteria,o__Burkholderiales,Burkholderiaceae,g__Burkholderia,s__Burkholderia ubonensis,Yes,Yes,Environmental,Terrestrial,Unclassified,Soil,Unclassified,"Australia: Tanami East, Northern Territory",NA,Australia,7424678,6918,Burkholderia,NA,ubonensis,NA,Burkholderia ubonensis,10,38,3.8
2857381839,Bacteria,Permanent Draft,Phototrophic genus Antarctica,Sphingomonadaceae bacterium R-39161,University of Oxford,2857381839,p__Pseudomonadota,c__Alphaproteobacteria,o__Sphingomonadales,Sphingomonadaceae,g__Glacieibacterium,s__,Yes,Yes,Environmental,Terrestrial,Unclassified,Soil,Unclassified,"Naka Tempyo, Syowa Oasis, Antarctica",NA,Antarctica,3041672,3069,Sphingomonadaceae,NA,bacterium,NA,Sphingomonadaceae bacterium,10,8,0.8
8078696835,Bacteria,Permanent Draft,Genome Sequencing of Clostridium fungisolvens TW1,Clostridium sp. TW13,Hirosaki University,8078696835,p__Bacillota,c__Clostridia,o__Clostridiales,Clostridiaceae,g__Inconstantimicrobium,s__Inconstantimicrobium sp024345225,Yes,Yes,Environmental,Terrestrial,Unclassified,Soil,Unclassified,"Japan: Tokushima-shi, Tokushima",NA,Japan,4636313,4462,Clostridium,NA,sp.,NA,Clostridium sp.,19,33,1.736842105263158
2996027733,Bacteria,Permanent Draft,Gordonia hankookensis ON-33,Gordonia hankookensis ON-33,Chinese Center for Disease Control and Prevention (China CDC),2996027733,p__Actinomycetota,c__Actinomycetes,o__Mycobacteriales,Mycobacteriaceae,g__Gordonia,s__Gordonia hankookensis,Yes,Yes,Environmental,Terrestrial,Unclassified,Soil,Unclassified,China,NA,China,5221505,4818,Gordonia,NA,hankookensis,NA,Gordonia hankookensis,6,16,2.6666666666666665
2881812976,Bacteria,Permanent Draft,Population genomics tropical Pseudomonas,Pseudomonas sp. R27(2017),University of Sao Paulo,2881812976,p__Pseudomonadota,c__Gammaproteobacteria,o__Pseudomonadales,Pseudomonadaceae,g__Pseudomonas_E,s__Pseudomonas_E ekonensis,Yes,Yes,Environmental,Terrestrial,Loam,Soil,Agricultural soil,"Brazil: Piracicaba, Sao Paulo",NA,Brazil,6217519,5698,Pseudomonas,NA,sp.,NA,Pseudomonas sp.,7,26,3.7142857142857144
2563366559,Bacteria,Finished,Bacillus amyloliquefaciens IT-45,Bacillus amyloliquefaciens IT-45,Institut Rosell Inc,2563366559,p__Bacillota,c__Bacilli,o__Bacillales,Bacillaceae,g__Bacillus,s__Bacillus velezensis,Yes,Yes,Environmental,Terrestrial,Unclassified,Soil,Unclassified,NA,Soil,NA,3936866,3985,Bacillus,NA,amyloliquefaciens,NA,Bacillus amyloliquefaciens,15,48,3.2
2911116387,Bacteria,Permanent Draft,Genome Sequencing of Luteimonas deserti SJ-16,Luteimonas deserti SJ-16,Inner Mongolia University,2911116387,p__Pseudomonadota,c__Gammaproteobacteria,o__Xanthomonadales,Xanthomonadaceae,g__Luteimonas,s__Luteimonas deserti,Yes,Yes,Environmental,Terrestrial,Unclassified,Soil,Unclassified,China: Inner Mongolia,NA,China,3726879,3392,Luteimonas,NA,deserti,NA,Luteimonas deserti,10,11,1.1
3003332182,Bacteria,Finished,Amycolatopsis aidingensis YIM 96748 genome sequencing,Amycolatopsis aidingensis YIM 96748,Yunnan Institute of Microbiology,3003332182,p__Actinomycetota,c__Actinomycetes,o__Mycobacteriales,Pseudonocardiaceae,g__Amycolatopsis,s__Amycolatopsis aidingensis,Yes,Yes,Environmental,Terrestrial,Unclassified,Soil,Unclassified,China: Aiding Lake,NA,China,7657695,7194,Amycolatopsis,NA,aidingensis,NA,Amycolatopsis aidingensis,16,33,2.0625
8050666910,Bacteria,Permanent Draft,Genome sequencing of Burkholderia ubonensis strain from Australia,Burkholderia ubonensis MSMB0170,Menzies School of Health Research,8050666910,p__Pseudomonadota,c__Gammaproteobacteria,o__Burkholderiales,Burkholderiaceae,g__Burkholderia,s__Burkholderia ubonensis,Yes,Yes,Environmental,Terrestrial,Unclassified,Soil,Unclassified,Australia: Northern Territory,NA,Australia,7358127,6777,Burkholderia,NA,ubonensis,NA,Burkholderia ubonensis,9,38,4.222222222222222
2890896816,Bacteria,Permanent Draft,Dechloromonas sp. CZR5 genome sequencing,Dechloromonas sp. CZR5,Nanjing Agricultural University,2890896816,p__Pseudomonadota,c__Gammaproteobacteria,o__Burkholderiales,Rhodocyclaceae,g__Azonexus,s__Azonexus sp008711155,Yes,Yes,Environmental,Terrestrial,Unclassified,Soil,Unclassified,China: ChenZhou,NA,China,4287931,4265,Dechloromonas,NA,sp.,NA,Dechloromonas sp.,3,2,0.6666666666666666
2995322163,Bacteria,Permanent Draft,Type and Reference strains of multiple species Genome sequencing and assembly,Promicromonospora citrea ATCC 15908,Bacterial Special Pathogens Branch (CDC),2995322163,p__Actinomycetota,c__Actinomycetes,o__Actinomycetales,Cellulomonadaceae,g__Promicromonospora,s__Promicromonospora citrea,Yes,Yes,Environmental,Terrestrial,Unclassified,Soil,Unclassified,NA,NA,NA,4962797,4848,Promicromonospora,NA,citrea,NA,Promicromonospora citrea,23,49,2.130434782608696
2839151031,Bacteria,Permanent Draft,Mucilaginibacter hurinus ZR32 genome sequencing,Mucilaginibacter hurinus ZR32,Huazhong Agricultural University,2839151031,p__Bacteroidota,c__Bacteroidia,o__Sphingobacteriales,Sphingobacteriaceae,g__Mucilaginibacter,s__Mucilaginibacter hurinus,Yes,Yes,Environmental,Terrestrial,Unclassified,Soil,Unclassified,South Korea: Ulsan,NA,South Korea,3881846,3507,Mucilaginibacter,NA,hurinus,NA,Mucilaginibacter hurinus,15,3,0.2
